NM_VOTAVEL,VR_RECEITA,DS_CARGO,QT_VOTOS
MARIO JUNIOR AGUIAR CRUZ,2000,VEREADOR,2
MARISTANE VALERIA LAUER,2000,VEREADOR,13
MASTERSON RODRIGUES RUSTIGUEL,2000,VEREADOR,14
MÁYRA LORRANA DE OLIVEIRA ALCÂNTARA,2000,VEREADOR,35
MOACIR RODRIGUES DE PAULA,2000,VEREADOR,143
NELSON ALMIRANTE DE SOUSA,2000,VEREADOR,10
NILDA MARTINS COSTA RODRIGUES,2000,VEREADOR,146
NONATO GOMES DOS SANTOS,2000,VEREADOR,365
ODILON CANDIDO DA SILVA,2000,VEREADOR,85
OLENO SIMÃO DE SÁ,2000,VEREADOR,61
ONILTON DE ARAUJO SOUSA,2000,VEREADOR,96
ORCIDEIA CARNEIRO DA SILVA FERREIRA,2000,VEREADOR,159
OSMARINA ALVES DOS SANTOS,2000,VEREADOR,34
OZÉLIA FLORIANO BATISTA,2000,VEREADOR,57
PAULO ROBERTO GONCALVES MUNIZ,2000,VEREADOR,59
PEDRO IVO SILVEIRA DE FREITAS,2000,VEREADOR,188
RANDES GONÇALVES DE SOUZA,2000,VEREADOR,161
REINALDO BARBOSA DA SILVA,2000,VEREADOR,95
RENATA PRISCILA FERREIRA DOS SANTOS,2000,VEREADOR,24
RICARDO ALVES DA SILVA,2000,VEREADOR,101
RIVELINO SANTANA SILVA,2000,VEREADOR,227
RODRIGO MAGALHAES RODRIGUES,2000,VEREADOR,108
RODRIGO MARQUES DA COSTA,2000,VEREADOR,119
ROGER PATRICIO FERNANDES DE SOUZA,2000,VEREADOR,80
ROGÉRIO FERNANDES DE OLIVEIRA,2000,VEREADOR,102
ROMILDO FELIX SANTANA,2000,VEREADOR,16
ROSA MARIA TEIXEIRA DE COSTA,2000,VEREADOR,4
ROSALINDA XAVIER AFONÇO,2000,VEREADOR,172
SALATIEL SANTOS DUARTE,2000,VEREADOR,10
SAMUEL ULISSES VITAL,2000,VEREADOR,32
SANIO BENTO DA SILVEIRA,2000,VEREADOR,28
SAULO LAMARTINE MARQUES INÁCIO,2000,VEREADOR,8
SCHIRLEY PEREIRA XAVIER,2000,VEREADOR,19
SILVANIA RICARTE BATISTA,2000,VEREADOR,35
TALES DE OLIVEIRA,2000,VEREADOR,248
TANIA MARIA DA SILVA FARIAS,2000,VEREADOR,9
TATIANA MILHOMEM LEAL,2000,VEREADOR,46
THAYSE NASCIMENTO DE FREITAS MORAIS,2000,VEREADOR,38
UBIRATANIA MARIA FERREIRA,2000,VEREADOR,24
UIRISLENE ILIDIA SANTOS DE SALES,2000,VEREADOR,107
VALDEMIR MARQUES GARCIA,2000,VEREADOR,16
VALDEMIR SLVA CABRAL,2000,VEREADOR,59
VALDICLEIDE FERREIRA DA SILVA,2000,VEREADOR,87
VALDIVINO LUIZ DA SILVA,2000,VEREADOR,7
VANDERLEI VAZ NETO,2000,VEREADOR,227
VANIA PEREIRA LOPES,2000,VEREADOR,39
VILMAR CAETANO GOMES,2000,VEREADOR,55
VINICIUS MATIAS DA PAZ COSTA,2000,VEREADOR,96
VIVIANE ARAÚJO E SILVA,2000,VEREADOR,79
WÁGNEY ALVES GUIMARÃES,2000,VEREADOR,66
WALDELEI BATISTA DOS SANTOS,2000,VEREADOR,62
WALDICLEITON APARECIDO SILVA,2000,VEREADOR,7
WARLEY GUIMARAES MISZTELA DOS SANTOS,2000,VEREADOR,7
WASHINGTON LUÍS MARTINS VIEIRA,2000,VEREADOR,85
WENDERSON FERREIRA DOS SANTOS,2000,VEREADOR,181
WILIANE DA SILVA MOURA PAIVA,2000,VEREADOR,43
WILIO RODRIGUES DE FARIA,2000,VEREADOR,143
WILKER RAYNER ALVES MINEIRO,2000,VEREADOR,2
WILLIAN RODRIGUES DE FREITAS,2000,VEREADOR,91
WILSON JOSÉ DOS SANTOS,2000,VEREADOR,41
ZILMAR ALVES DE OLIVEIRA,2000,VEREADOR,283
MARY ANTONIA PEREIRA DOS SANTOS,1999.8700000000001,VEREADOR,38
INACIO ALVINO LEITE,1999.66,VEREADOR,11
DENISE DE SOUSA PINHEIRO LOURENÇO,1999.35,VEREADOR,144
ALONSO JOSE DE SOUSA,1999.06,VEREADOR,46
SEBASTIANA BARBOSA CAMPOS,1999,VEREADOR,14
PEDRO HENRIQUE DE MORAIS,1998.83,VEREADOR,37
JEFFERSON NUNES SILVA,1998.5,VEREADOR,119
MAIANE JAQUELINE SOUSA ALVES FAGUNDES,1997.24,VEREADOR,20
ANTONIO HERMES RAIMUNDO NETO,1997.05,VEREADOR,483
VILMAR RODRIGUES DA COSTA,1995.7,VEREADOR,84
MARIA DAS GRAÇAS SILVA ARRUDA,1994,VEREADOR,15
PEDRO DE OLIVEIRA BARBOSA,1993.83,VEREADOR,30
ALBERTO AMARO DE ARAUJO,1993.3,VEREADOR,69
LILIA FERREIRA DE SOUZA,1993,VEREADOR,47
CLEYTON INACIO DE OLIVEIRA,1992.5,VEREADOR,23
DEUSA FERREIRA DE SOUZA BARROS,1992.5,VEREADOR,74
MARCIEL GRACIANO DA SILVA,1992.5,VEREADOR,11
HELENA MARIA DA CONCEIÇÃO GOMES,1992.25,VEREADOR,144
ALAOR CAMPOS MELO,1991.72,VEREADOR,13
PAULO SILVA ALVES,1991.6699999999998,VEREADOR,68
RAIONE XAVIER DE PAIVA,1989.55,VEREADOR,21
JANE DAYSE GUIMARAES VILARINHO,1989,VEREADOR,235
DAVI CARVALHO DE MATOS,1984.5,VEREADOR,201
DIEGO DE SOUSA GONZAGA,1984.37,VEREADOR,92
SIRLEY VALDEMAR DE ARAUJO,1984,VEREADOR,27
FERNANDO AUGUSTO CARDOSO DE MAGALHÃES,1983.65,VEREADOR,23
TAIS DE SOUSA PIMENTA,1983.1100000000001,VEREADOR,7
BRUNO ALVES DE MOURA,1983,VEREADOR,140
DAIANE DE FATIMA HONORIO BEZERRA ALVES,1982.5,VEREADOR,40
MARCELO PIRES DE AZEVEDO,1982.4,VEREADOR,78
CLEOMAR DOS REIS LAURINDO,1982,VEREADOR,139
JOSÉ PEREIRA GONÇALVES,1980.7,VEREADOR,77
JOÃO MARCOS MARTINS CUNHA,1980.42,VEREADOR,265
ROMILDA RAIMUNDA DE SOUZA,1980.4,VEREADOR,8
FRANCISCO CARLOS ALVES DE SOUSA,1980,VEREADOR,99
LUZIA AMÉLIA DA SILVA,1980,VEREADOR,54
MARIA MAZINHA BATISTA DA SILVA,1980,VEREADOR,48
OSMARINA DE OLIVEIRA MEDEIROS,1980,VEREADOR,116
RENATA EVANGELINA DOS SANTOS,1980,VEREADOR,11
SEBASTIÃO ROBERTO ESTEVES DE FARIA,1980,VEREADOR,99
SIRLEI FRANCISCA DA SILVA,1978.53,VEREADOR,72
SINOMAR XAVIER PEREIRA,1977.65,VEREADOR,37
VALERIA MARIA DE MENDONÇA,1977,VEREADOR,7
EDSON VICENTE DA SILVA,1975.7,VEREADOR,108
JULIANA DE OLIVEIRA,1975.37,VEREADOR,32
SEBASTIAO CARLOS DA SILVA,1975.35,VEREADOR,130
JOELINA MARTINS DA SILVA,1975,VEREADOR,81
MARCIO APARECIDO BIANGULO,1975,VEREADOR,140
SHINAYDER FREDERICO DE MELO ALMEIDA,1975,VEREADOR,609
ENILDA DO CARMO COSTA,1974,VEREADOR,42
IVONETE BATISTA FERREIRA,1974,VEREADOR,155
KEILA TRINDADE FERREIRA,1974,VEREADOR,10
PAULO EDSON DE MIRANDA LUZ,1973.92,VEREADOR,256
MATHEUS TORRES REGINO QUEIROZ,1973.46,VEREADOR,17
MAURO FLORES,1972.5,VEREADOR,19
WARLEY ALVES FERNANDES,1972.5,VEREADOR,69
CLEIA PEREIRA DA SILVA,1971.95,VEREADOR,51
OSMAR BARCELAR SANTANA,1971.88,VEREADOR,9
PEDRO ANTONIO DA SILVA,1971.88,VEREADOR,53
VALDEMAR BERLANDA,1971.88,VEREADOR,6
GLEIBER SOUZA MARQUES,1971.03,VEREADOR,59
NAZARETH BATISTA DA SILVA,1969.8,VEREADOR,22
LUIZ LIDOINO DA SILVA,1969.38,VEREADOR,16
ALMIRO ALVES BATISTA,1969.07,VEREADOR,178
LUIS GONZAGA MOREIRA,1969,VEREADOR,217
CLEUDES ROBERTO ALVES DE ARAUJO,1968.91,VEREADOR,115
HONORA CAMPELO DA SILVA,1968,VEREADOR,26
MARIA ROSIMAR FONTINELE PEREIRA,1968,VEREADOR,33
MARCOS SILEY GONÇALVES RODRIGUES,1967.5,VEREADOR,3
TANIA LIMA DE SÁ,1967.5,VEREADOR,64
VALERIA PIMENTEL REIS,1965.6100000000001,VEREADOR,32
RAQUEL NUNES DA MATA SILVA,1965.1,VEREADOR,103
AILTON GONZAGA DE SOUZA,1965,VEREADOR,33
ANA MARIA BARBOSA,1965,VEREADOR,9
CLEIDIMAR CARDOSO DE OLIVEIRA JARDIM,1965,VEREADOR,138
GABRIEL ALVES PEREIRA,1965,VEREADOR,109
HELENO PEREIRA SAMPAIO,1965,VEREADOR,53
HELIO DA SILVA ALVES JUNIOR,1965,VEREADOR,15
HUGES GARCIAS CANDIDO DA SILVA,1965,VEREADOR,40
JOSIMAR HUGO ANDRADE SANTOS,1965,VEREADOR,81
JULIANA NUNES DA COSTA,1965,VEREADOR,17
LUZIMAR GOMES DA SILVA FERREIRA,1965,VEREADOR,106
MARCELINO PEREIRA CAMPOS,1965,VEREADOR,46
ODEILTON ALVES CARDOSO,1965,VEREADOR,111
SIMONE RODRIGUES PEREIRA,1965,VEREADOR,6
CESAR HENRIQUE ALVES QUINTINO,1964.6,VEREADOR,12
MADALENA JOSE RIBEIRO,1964.5,VEREADOR,24
MARIANY MOURA LACERDA FERREIRA,1964.05,VEREADOR,61
JONAS BARROS MONTEIRO,1963.6100000000001,VEREADOR,30
JURANDIR REZENDE MACHADO,1963,VEREADOR,211
ROBERTO BORGES DE SOUZA,1962.9800000000002,VEREADOR,10
ANTONIO MARCELINO DA SILVA,1962.5,VEREADOR,126
SIMONE ALVES DE SA SANTOS,1962.1,VEREADOR,24
NILVA RIBEIRO DE FREITAS,1961.3,VEREADOR,34
GUSTAVO GREGORY ANDRADE ALMEIDA,1960,VEREADOR,184
JOSE ALTAIR ABADIO ARRUDA,1960,VEREADOR,144
ROMILTON PEDRO DE OLIVEIRA,1960,VEREADOR,159
CARLOS ALBERTO VAZ PEREIRA CASTRO,1958.25,VEREADOR,203
WAGNER ABRANTES MARTINS,1957.8600000000001,VEREADOR,119
AURILENE PEREIRA BORGES,1957.35,VEREADOR,41
FABIO CORDEIRO DE SOUZA,1956.3,VEREADOR,165
ADRIANA MARIANO BORGES,1956,VEREADOR,86
ADRIA CRISTINA SILVA POLICENO,1955,VEREADOR,8
EDUARDO RODRIGUES DE SENA ROSA,1955,VEREADOR,216
LUCIMAR DE OLIVEIRA SOUZA,1954,VEREADOR,10
SIRLENE RIBEIRO DE OLIVEIRA BRUNO,1953.67,VEREADOR,6
JOSÉ ALBERTO SOARES,1953.58,VEREADOR,133
CRISTIANO MARTINS DOS SANTOS,1953,VEREADOR,8
ENOQUE RODRIGUES VIANA,1952.9,VEREADOR,302
LOURENCIO SOARES DOS SANTOS,1952.5,VEREADOR,144
ANILTON PEREIRA DA SILVA,1952,VEREADOR,94
SEBASTIÃO BALBINO MARQUES,1951.6599999999999,VEREADOR,11
ALEX MARTINS DE FREITAS,1950,VEREADOR,151
CARLA VITORIA CARMO COSTA,1950,VEREADOR,8
EDIO MARCOS RODRIGUES PEREIRA,1950,VEREADOR,63
EMILIA SOARES DA SILVA,1950,VEREADOR,11
FRANCISCO VAZ DA SILVA,1950,VEREADOR,129
GILMAR FURTADO,1950,VEREADOR,142
JOAO BATISTA TAVARES,1950,VEREADOR,9
LEONARDO MARQUES VIEIRA,1950,VEREADOR,28
LORRAINY CRISTINA RODRIGUES DE OLIVEIRA,1950,VEREADOR,26
LUCILENE ALVES GONCALVES,1950,VEREADOR,25
LUIZ NOGUEIRA LIMA,1950,VEREADOR,80
MARCOS AURELIO DE SA,1950,VEREADOR,188
ORCIDIO CARLOS DE OLIVEIRA,1950,VEREADOR,48
SERGIO JOSE PRADO,1950,VEREADOR,201
VANDERLI CARDOSO DA SILVA,1950,VEREADOR,224
ZILDERLEI NUNES FERREIRA,1950,VEREADOR,284
MINADA BRAZ DA SILVA,1949.97,VEREADOR,201
DIEGO FRANCISCO GARCIA SOARES,1949.8,VEREADOR,527
JOSÉ CÍCERO DA SILVA,1949.8,VEREADOR,15
JOSÉ FERNANDO ALVES VILELA,1949.8,VEREADOR,51
RONNIE GLESER SEVERIANO SILVA,1949.8,VEREADOR,13
WELLINGTON OLIVEIRA CHAGAS,1949.8,VEREADOR,79
ONOFRE PRAXEDES DE SOUZA,1949,VEREADOR,59
JOAO ALVES DA SILVA,1945.94,VEREADOR,185
GEOVANE FERREIRA PASSOS,1944.56,VEREADOR,86
GILVAN DE SOUZA AMORIM,1944,VEREADOR,50
GRAZZYANY CARVALHO PEREIRA,1944,VEREADOR,48
WABER PEREIRA BATISTA,1944,VEREADOR,37
APARECIDA COTRIN DA SILVA MACEDO,1943.13,VEREADOR,34
ANTONINHO ALVES DA COSTA,1943,VEREADOR,555
JURANDIR PERES DA SILVA,1941.5,VEREADOR,42
RENATA NOVAES DE FREITAS,1941.1,VEREADOR,280
OROZIMBO LEMES DO PRADO,1940,VEREADOR,145
REINALDO JOSÉ DE LIMA,1940,VEREADOR,116
ELIANE PEREIRA DE SOUSA OLIVEIRA,1939.2999999999997,VEREADOR,22
BENEDITO MARTINS BORGES JUNIOR,1938.6,VEREADOR,217
ALISSON FERREIRA DA CRUZ,1938.5,VEREADOR,41
ANTÔNIO SALUSTRIO RAMOS,1938,VEREADOR,109
FÁBIO SOUSA SANTOS,1937.5,VEREADOR,489
JOSÉ SANTANA MORAIS MACIEL,1937,VEREADOR,15
MARCELO MATEUS DA SILVA,1937,VEREADOR,64
MARGARETT ROSA DOS SANTOS FREITAS FRANÇA,1937,VEREADOR,38
RONNIMA KATIA DA SILVA LOPES,1935.8600000000001,VEREADOR,83
FLORI LOPES GALVÃO,1935.1,VEREADOR,40
ANTONIO ALVES DA CRUZ NETO,1935,VEREADOR,108
JAYVAS CARLOS APARECIDO PEREIRA,1935,VEREADOR,192
MARIA JAKELINE DOS SANTOS OLIVEIRA,1935,VEREADOR,54
MARIO XAVIER PERES,1933.85,VEREADOR,110
JOSE ANTONIO DUTRA,1933.75,VEREADOR,140
ANTONIO CARLOS NASCIMENTO DA SILVA,1933.3,VEREADOR,12
ROSALBA MARIA COSMO,1933.1100000000001,VEREADOR,19
ARVALINO SUARES DOS SANTOS,1932.6,VEREADOR,210
ALYSON AUGUSTO DA COSTA SOUSA,1932.35,VEREADOR,145
DANILO FERNANDES FREITAS,1932.28,VEREADOR,93
VALDIR PEREIRA DOS SANTOS,1931.6699999999998,VEREADOR,4
ENOCH ALVES GOMES,1931.1100000000001,VEREADOR,64
JOSE ELIVERTON GOMES DA SILVA,1931.1100000000001,VEREADOR,56
MARCOS AURELIO SANTANA FILHO,1930.7,VEREADOR,117
GLEUSON CARDOSO DOS SANTOS,1930.49,VEREADOR,69
DAIANE FARIA BUENO,1930,VEREADOR,111
FILIPE SIQUEIRA DE FREITAS,1929.82,VEREADOR,142
LOURDES SOHN DE PAULA,1929,VEREADOR,21
ZULEIDE MARIA CINTRA,1929,VEREADOR,42
ROBERTO GONÇALVES DE AMORIM,1927,VEREADOR,169
ALUIZIO ANTÔNIO MARQUES,1926.3200000000002,VEREADOR,263
ELTON SEBASTIÃO DE FARIA,1926.28,VEREADOR,81
NADIA CRISTINA PEREIRA DA SILVA,1925.4,VEREADOR,9
NEURIVAN SOARES GUIMARÃES,1925,VEREADOR,96
RICARDO BERNARDES DE ARAÚJO,1925,VEREADOR,36
VILMAR DE JESUS MORAES,1925,VEREADOR,133
FRANCISCO LIMA DE MOURA CABRAL,1924.4,VEREADOR,159
FRANCISLEY VIEIRA DA SILVA,1924.24,VEREADOR,81
LEANDRO SILVA FRANÇA,1923,VEREADOR,22
LUCIA DOS SANTOS,1922.5,VEREADOR,19
MARCOS IZAIAS DA SILVA,1922.5,VEREADOR,306
OZEIAS SANTIAGO RIOS DE LIMA,1920.3600000000001,VEREADOR,23
DOMINGOS PEREIRA ROMUALDO DOS SANTOS,1920,VEREADOR,19
EDILENE ELISA DA SILVA OLIVEIRA,1920,VEREADOR,13
GENIVALDO LEITE DE OLIVEIRA,1920,VEREADOR,114
MARCOS JOSE DA SILVA,1920,VEREADOR,106
ALLINE GISELE DE SOUSA OLIVEIRA,1919.3,VEREADOR,10
JURANY STIVAL,1918,VEREADOR,40
SARAH GONCALVES FERREIRA,1918,VEREADOR,78
MARCONI SILVA COSTA,1917.8600000000001,VEREADOR,105
DIOGO OLIVEIRA FERREIRA,1917.5,VEREADOR,58
JANAINE PAULA SILVA GOMES,1917.5,VEREADOR,41
ADILON RODRIGUES DO NASCIMENTO,1917.39,VEREADOR,73
EDER FERNANDES DA SILVA,1917.05,VEREADOR,232
DALVA NERES FERREIRA,1916.5,VEREADOR,9
ROSALINO JOSE MONTEIRO,1915,VEREADOR,116
JOÃO BATISTA FERREIRA,1914.8,VEREADOR,108
LEANDRO ANTONIO DUARTE,1914.8,VEREADOR,48
MARIA SORAIA VIANA DE SOUZA SOARES,1914.8,VEREADOR,22
RAFAEL CARNEIRO SOARES,1914.8,VEREADOR,55
VANDERLY TEIXEIRA MATA,1914.35,VEREADOR,168
ROBERTO ALVES PEIXOTO,1913,VEREADOR,32
PAULO HENRIQUE DA SILVA,1912.9999999999998,VEREADOR,64
RENATA GLEICE RODRIGUES DE ALMEIDA,1912.4,VEREADOR,12
LUSIMAR WANDERLEY MORENO,1912.19,VEREADOR,61
ESMERALDO JOSE RIBEIRO,1911.15,VEREADOR,6
EZEQUIEL BENICIO DE BRITO,1911.15,VEREADOR,92
JEOVANE JOSE DO CARMO,1911.15,VEREADOR,76
LAZARO SABINO FILHO,1911.15,VEREADOR,96
VIRGINIA ANGELICA DE ARAUJO PRATES,1910.85,VEREADOR,32
FRANCISCO MARCOS PEREIRA DE SOUZA,1910,VEREADOR,18
JOEL PIRES DA SILVA,1908.35,VEREADOR,191
JOSÉ TATICO BORGES NETO,1908,VEREADOR,93
VALQUIRIA RODRIGUES SIMOES,1907.5,VEREADOR,73
DORIEDSON JOSE DO COUTO,1907.33,VEREADOR,83
FERNANDA DA SILVA NUNES,1906.6200000000001,VEREADOR,35
WILHAN MOREIRA BARROS,1906.5,VEREADOR,25
MILTON FERREIRA DE SOUZA FILHO,1906.11,VEREADOR,19
JULIO VAZ DA SILVA,1905.86,VEREADOR,123
FLAVIO FRANCISCO MACEDO,1905.4,VEREADOR,39
CALEBE MOURA DANTAS FERREIRA,1904.99,VEREADOR,245
WESTONIE BATISTA PEREIRA,1904.97,VEREADOR,61
THOMPSON RODRIGUES COSTA,1904,VEREADOR,193
JAIR DOS SANTOS COELHO,1903.9,VEREADOR,4
ELIVELTON ALVES GOMES,1902.8,VEREADOR,31
CARLOS JUNIOR SABINO NUNES,1902.52,VEREADOR,54
JOSE OSMAR BRITO LEITE,1902.37,VEREADOR,208
VICTOR HUGO PEREIRA DOS SANTOS,1902.35,VEREADOR,36
LIDINALVA AYRES PEREIRA,1901.75,VEREADOR,32
ANTONIO FERREIRA FILHO,1900.7,VEREADOR,219
DOMINGOS VIRGINIO DOS SANTOS,1900.45,VEREADOR,17
FERNANDO GOMES DE OLIVEIRA,1900.35,VEREADOR,33
ANDREIA CAETANO DOS SANTOS,1900,VEREADOR,28
ANGELA MARIA RODRIGUES PORTO,1900,VEREADOR,13
ANITON DA COSTA OLIVEIRA,1900,VEREADOR,77
ANTONIO CARLOS PADUA LIMA,1900,VEREADOR,53
ANTONIO ROBERTO SILVA DO NASCIMENTO,1900,VEREADOR,108
APARECIDA D ARCH SILVA MELO,1900,VEREADOR,190
BLEINA ALVES NUNES DA SILVA,1900,VEREADOR,109
DEUZIMAR DA SILVA JESUS,1900,VEREADOR,235
DOMINGOS BISPO DOS SANTOS,1900,VEREADOR,44
EDNA MARLEI LOURENÇO DA SILVA,1900,VEREADOR,12
ELIALDO BATISTA LIMA,1900,VEREADOR,165
EMERSON CUNHA DA SILVA,1900,VEREADOR,91
ENEDI MIRANDA DE SOUZA,1900,VEREADOR,1
ENIVALDO COSTA CAMPOS,1900,VEREADOR,206
JOÃO GANDARA DA SILVA,1900,VEREADOR,108
JOSÉ GOMES DA SILVA,1900,VEREADOR,65
JOVENIL LEOMEU GONÇALVES,1900,VEREADOR,17
MARIA LUCIA LOPES MONTEIRO,1900,VEREADOR,4
MARIZA BARBOSA,1900,VEREADOR,78
NEIDE ALVES MOREIRA,1900,VEREADOR,20
PATRICIA XAVIER DE ARAÚJO,1900,VEREADOR,17
REGINALDO GOUVEIA DE ASSIS,1900,VEREADOR,218
ROBERTO MARQUES DOS SANTOS,1900,VEREADOR,206
THAIS BARBOSA DE OLIVEIRA,1900,VEREADOR,10
WASHINGTON LUIS SIMPLICIO FERREIRA RODRIGUES,1900,VEREADOR,19
LUCIMAR FRANCISCA BATISTA ALVES,1899.75,VEREADOR,167
JOSE FRANCISCO DOURADO,1899.6,VEREADOR,127
JUVACI GOMES MUNIZ DE ARAUJO,1899.6,VEREADOR,79
GILVAN CANDIDO DA SILVA,1899.5999999999997,VEREADOR,54
HÉLIO DA SILVA,1898,VEREADOR,84
RONILDO SILVEIRA SOARES,1897.7,VEREADOR,148
RIVALDO DE SOUSA LIMA,1896.5000000000002,VEREADOR,44
ANTONIO RODRIGUES DE OLIVEIRA,1896.5,VEREADOR,93
DOMINGOS BATISTA DE SOUZA,1896.5,VEREADOR,55
EDIMILSON SOUZA SANTOS,1896.5,VEREADOR,6
FERNANDO DE JESUS DA SILVA,1896.5,VEREADOR,120
JOAO MARCOS SANTOS PEREIRA,1896.5,VEREADOR,37
MARILENE PEREIRA DE MIRANDA,1896.5,VEREADOR,42
ROMILDO DOS SANTOS,1896.5,VEREADOR,105
MARIA DA SOLIDADE VELOSO,1896.1600000000003,VEREADOR,2
LUCIANO AUGUSTO SANTANA,1896.1399999999999,VEREADOR,180
JOAQUIM DIAS DE SOUSA,1895.8999999999999,VEREADOR,63
ELIANA MARINHO DE MELO,1895.47,VEREADOR,125
MARCOS ANTÔNIO BATISTA DA SILVA CRUZ,1895.47,VEREADOR,30
MARLETE GUIMARÃES RESENDE,1895.45,VEREADOR,203
ROBERTO CELESTINO CAETANO,1895,VEREADOR,223
TEREZA DE FÁTIMA CAMARGO,1895,VEREADOR,34
IVONI DE SOUSA CAETANO,1894.3,VEREADOR,50
WAGTON DE SOUSA GEROLINETO,1893.72,VEREADOR,189
NILVA LEMES DA SILVA CARVALHO,1893.7,VEREADOR,85
CLAUDIO CASTILHO NUNES DA SILVA,1893.47,VEREADOR,63
ADIMAR DE SOUSA CALDAS,1892.79,VEREADOR,206
LEIDA MAR JORGE DE ALMEIDA,1892.5,VEREADOR,19
MILTON PINTO DE URZEDA,1891.9,VEREADOR,75
VILMAR MORAIS DA SILVA,1891.67,VEREADOR,20
CÍCERO JOSÉ DA SILVA,1890,VEREADOR,270
ERISVAL ANTONIO DE MORAIS,1890,VEREADOR,64
LERHANDER ANTONIO RODRIGUES RIBEIRO,1889.05,VEREADOR,252
DANIEL DE OLIVEIRA E SILVA,1889,VEREADOR,56
LUIZ ANTÕNIO NUNES SIQUEIRA,1889,VEREADOR,101
RAFAEL RIBEIRO DE FARIA,1889,VEREADOR,50
ROSIRLENE LOPES DA CRUZ,1887.5,VEREADOR,171
CLESIO BORGES DA SILVA CAMPOS,1887,VEREADOR,150
GILMAR DE SOUSA,1887,VEREADOR,103
TATIANE APARECIDA DE MORAES MOREIRA,1885.75,VEREADOR,11
JOSE LUIZ DO NASCIMENTO,1885.72,VEREADOR,236
LUCAS MERIGUI,1885.34,VEREADOR,29
NAUALIA GABRIELLE AMARAL TEIXEIRA,1885,VEREADOR,26
LUCIENE RODRIGUES SILVA,1884.9699999999998,VEREADOR,49
CLAUDIO ROCHA SILVA,1884.62,VEREADOR,31
LEOMAR LIMA DE SOUZA,1884.62,VEREADOR,67
MOISES GODOY DE ASSIS,1884.62,VEREADOR,59
ZENAIDE SILVA PAULO,1884.62,VEREADOR,28
ANDERSON BRETAS FRANÇA,1883.15,VEREADOR,5
AMADOR ALBINO CARDOSO NETO,1882.5,VEREADOR,12
LUCIANA ROSENO COSTA,1882.5,VEREADOR,10
RAIANE RODRIGUES FILHO,1882.5,VEREADOR,10
DANIELA MARTINS DE SOUSA,1882.4299999999998,VEREADOR,23
EDSON ANTONIO BATISTA,1881.85,VEREADOR,282
LUCIENE LEONEL LIMA,1881,VEREADOR,13
SIDNEY JOSE BOTELHO,1880.36,VEREADOR,17
WALDEMAR VIEIRA ESPINDOLA,1880.36,VEREADOR,138
GUIMARINO FERREIRA JUNIOR,1880,VEREADOR,63
MARIA AURILEUDA DE OLIVEIRA VASCONCELOS,1880,VEREADOR,39
JACIARA SILVA VERAS FERREIRA,1879,VEREADOR,11
SERGIO DOS SANTOS,1878,VEREADOR,239
JOSE SOUZA AIRES,1877.99,VEREADOR,94
ARCÍSIO LOBO GUIMARÃES,1877.33,VEREADOR,26
REGINA VELLEZ PONTES,1875.7,VEREADOR,13
NATALINA MARIA DORNELLES VILLAS BOAS,1874,VEREADOR,6
JOECY MARIA DE MELO ALVES,1873.4,VEREADOR,194
EDILEUSA DA ROCHA MONTENEGRO DE CARVALHO,1872.6,VEREADOR,6
JOAO PAULO MARTINS,1872.5,VEREADOR,86
RODRIGO ELIAS DE SOUZA,1872.5,VEREADOR,14
SAULO PEREIRA LIMA,1872.5,VEREADOR,55
REGIANE PIRES NASCIMENTO,1872,VEREADOR,36
FERNANDO CESAR PEIXOTO DE MENEZES,1870.5,VEREADOR,154
ANIAS DE SOUSA BARBOSA,1870,VEREADOR,170
FLORISVALDO LEMES SILVESTRE,1870,VEREADOR,13
LUZIMAR BICUDO DA ROCHA,1870,VEREADOR,31
ALONSO DE MIRANDA FILHO,1868,VEREADOR,209
LEANDRO MARTINS VIEIRA,1867.5,VEREADOR,81
DEJAIR PEDRO DOS SANTOS,1867.34,VEREADOR,269
EDNALDO LUIZ DE GODOY,1867.09,VEREADOR,99
WILSON PIMENTA,1867,VEREADOR,187
TATIANE BARROS TOLEDO,1866.5,VEREADOR,184
CESAR CORREIA LIMA,1866.3,VEREADOR,11
WELLISON MATHEUS DOS SANTOS,1865.92,VEREADOR,79
NILVA MARQUES DA SILVA,1864.71,VEREADOR,46
RAFAEL RODRIGUES DE SOUZA,1864.3,VEREADOR,54
PAULO DE TARSO CARVALHO,1863.78,VEREADOR,29
JORCELITA BENTO DOS REIS GONCALVES,1862.62,VEREADOR,99
DANIEL REZENDE GOMIDE,1862.5,VEREADOR,161
JULIO CESAR DE MORAIS SOUZA,1862.19,VEREADOR,27
LUCIENE SCORSOLINO TAVARES,1860,VEREADOR,116
MURYLLO REGIS COSTA MATOS,1860,VEREADOR,83
ROBSON SERGIO DE OLIVEIRA,1860,VEREADOR,55
WELLINGTON DA SILVA MENDONÇA,1859,VEREADOR,199
FABIO GOMES DE ALMEIDA,1858.33,VEREADOR,45
WIFFERSON ANTONIO REDONDO MENDANHA,1857,VEREADOR,257
DOUGLAS RAMON DOS SANTOS VIEIRA,1855,VEREADOR,113
MARCELO GONÇALVES DE SOUZA AMARGOSO,1854.42,VEREADOR,38
MARIZIA SUARES PINTO,1852.75,VEREADOR,78
DANIELA LUIZA BARCELOS,1852,VEREADOR,127
ANTONIO CARLOS MIRANDA DA SILVA,1850,VEREADOR,103
CLEBER JOSÉ DE ANDRADE TELLES,1850,VEREADOR,132
